UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7004,M47462,M,299.04,308.54,1588,32.04,234,1,1,0,0,0,0
7005,L68676,L,300.01,310.65,1568,24.11,175,0,0,0,0,0,0
7006,L56815,L,300.26,313.19,1666,28.45,23,0,0,0,0,0,0
7007,L98911,L,295.8,307.26,1570,27.98,244,0,0,0,0,0,0
7008,L36093,L,301.31,313.02,1538,21.2,150,1,0,0,1,0,0
7009,L42525,L,299.42,310.92,1667,53.47,180,1,0,0,1,0,0
7010,L39030,L,303.87,313.87,1560,48.06,34,0,0,0,0,0,0
7011,L54067,L,297.62,308.63,1492,19.43,72,1,0,0,1,0,0
7012,M15207,M,298.27,310.06,1619,18.38,154,1,0,0,1,0,0
7013,L86433,L,299.59,311.12,1529,29.93,6,0,0,0,0,0,0
7014,L36639,L,300.83,311.72,1484,24.23,151,0,0,0,0,0,0
7015,L12792,L,296.1,307.32,1563,58.49,207,1,0,0,1,1,0
7016,M10420,M,298.34,311.5,1565,29.27,127,0,0,0,0,0,0
7017,L29198,L,301.18,312.72,1336,46.75,22,0,0,0,0,0,0
7018,L45608,L,298.1,308.49,1595,31.38,6,0,0,0,0,0,0
7019,L56205,L,302.74,313.37,1867,21.73,231,0,0,0,0,0,0
7020,M92951,M,299.09,308.74,1359,53.21,55,0,0,0,0,0,0
7021,L27875,L,298.2,311.25,1445,46.16,149,0,0,0,0,0,0
7022,M80511,M,301.22,313.52,2035,27.73,92,0,0,0,0,0,0
7023,H31331,H,303.22,314.0,1387,65.91,147,1,0,0,1,0,0
7024,M26893,M,300.83,313.71,1767,34.34,228,0,0,0,0,0,0
7025,M74913,M,302.52,313.85,1494,33.98,5,0,0,0,0,0,0
7026,L28243,L,303.35,313.62,1546,54.81,30,0,0,0,0,0,0
7027,L25535,L,298.16,309.76,1511,41.74,218,0,0,0,0,0,0
7028,H73203,H,301.88,312.98,1612,50.02,104,0,0,0,0,0,0
7029,L80597,L,296.95,308.49,1251,45.37,228,0,0,0,0,0,0
7030,L77394,L,300.85,310.18,1569,9.0,200,1,1,0,1,0,0
7031,M35489,M,299.86,309.75,1462,23.91,189,0,0,0,0,0,0
7032,L89214,L,302.49,314.0,1200,60.69,88,0,0,0,0,0,0
7033,L94886,L,302.34,314.0,1737,28.13,127,0,0,0,0,0,0
7034,L23346,L,301.14,313.25,1168,52.16,119,0,0,0,0,0,0
7035,L58005,L,300.6,313.52,1922,38.27,41,0,0,0,0,0,0
7036,M16773,M,301.02,312.29,1646,36.37,101,0,0,0,0,0,0
7037,L85324,L,300.12,311.33,1290,34.87,224,1,1,0,0,0,0
7038,L42343,L,299.88,309.66,1776,32.17,12,0,0,0,0,0,0
7039,L84783,L,302.89,313.0,1400,42.02,100,0,0,0,0,0,0
7040,M55963,M,303.13,311.84,1408,36.54,154,0,0,0,0,0,0
7041,M51983,M,299.72,310.1,1211,30.94,82,0,0,0,0,0,0
7042,L45972,L,300.48,309.12,1379,37.84,79,1,0,1,0,0,0
7043,M26959,M,300.16,311.94,1401,39.96,46,0,0,0,0,0,0
7044,L99343,L,296.78,307.87,1682,21.77,184,0,0,0,0,0,0
7045,H44133,H,299.33,308.0,1745,25.3,77,0,0,0,0,0,0
7046,L99754,L,303.2,313.71,1312,35.85,237,0,0,0,0,0,0
7047,M61150,M,298.5,311.17,1584,19.35,3,1,0,0,1,0,0
7048,L31734,L,304.23,314.0,1204,49.12,102,0,0,0,0,0,0
7049,L98364,L,302.34,312.05,1584,38.31,149,0,0,0,0,0,0
7050,L27400,L,300.8,309.72,1924,25.72,110,0,0,0,0,0,0
7051,M30002,M,301.12,310.07,1215,31.03,53,0,0,0,0,0,0
7052,L46492,L,298.17,309.4,1352,46.68,228,0,0,0,0,0,0
7053,H40875,H,299.47,309.74,1666,39.09,128,0,0,0,0,0,0
7054,L35046,L,302.88,313.23,1687,34.8,253,0,0,0,0,0,0
7055,L33664,L,298.77,309.04,1366,42.39,178,0,0,0,0,0,0
7056,L34453,L,302.12,312.68,1800,36.55,212,1,1,0,0,0,0
7057,M14746,M,297.25,306.72,1388,40.29,113,0,0,0,0,0,0
7058,L99509,L,297.6,308.62,1836,24.04,62,0,0,0,0,0,0
7059,M23217,M,303.8,313.08,1619,34.76,29,0,0,0,0,0,0
7060,H73184,H,299.98,309.92,1764,29.3,90,0,0,0,0,0,0
7061,H98898,H,298.92,310.63,1602,35.14,237,0,0,0,0,0,0
7062,L51835,L,302.73,313.8,1653,42.32,161,0,0,0,0,0,0
7063,M19133,M,302.49,313.88,1663,24.1,28,0,0,0,0,0,0
7064,M50533,M,301.84,314.0,1741,34.37,67,0,0,0,0,0,0
7065,L15404,L,298.86,309.5,1529,25.74,198,0,0,0,0,0,0
7066,M43339,M,299.43,310.15,1373,32.15,224,0,0,0,0,0,0
7067,L38725,L,300.62,311.06,1521,52.5,56,0,0,0,0,0,0
7068,L84332,L,301.39,311.65,1415,45.13,203,1,0,0,0,0,1
7069,L55380,L,298.98,308.67,1427,41.78,32,0,0,0,0,0,0
7070,L58073,L,300.34,311.13,1833,18.3,109,0,0,0,0,0,0
7071,L70873,L,300.53,311.59,1647,32.74,215,0,0,0,0,0,0
7072,L96900,L,302.57,313.68,1639,16.84,101,1,0,0,1,0,0
7073,M51341,M,301.51,312.27,1728,33.46,192,0,0,0,0,0,0
7074,L11236,L,296.99,308.61,1646,23.96,118,0,0,0,0,0,0
7075,L77916,L,299.57,310.3,1871,34.89,161,0,0,0,0,0,0
7076,L24538,L,298.14,308.43,1168,51.03,208,0,0,0,0,0,0
7077,L21971,L,301.14,310.91,1355,29.42,103,0,0,0,0,0,0
7078,M93453,M,301.85,311.0,1409,44.55,49,0,0,0,0,0,0
7079,L48655,L,300.2,312.36,1287,67.8,184,1,0,0,1,1,0
7080,M87022,M,299.46,309.46,1555,34.97,85,0,0,0,0,0,0
7081,L70784,L,300.14,309.91,1564,44.7,48,0,0,0,0,0,0
7082,M71289,M,300.42,310.7,1891,14.37,175,1,0,0,1,0,0
7083,L47410,L,298.72,309.14,1698,37.7,218,0,0,0,0,0,0
7084,L61302,L,297.56,309.9,1444,34.04,206,0,0,0,0,0,0
7085,M31703,M,295.9,306.27,1624,32.91,78,0,0,0,0,0,0
7086,L54191,L,302.53,314.0,1206,54.57,183,0,0,0,0,0,0
7087,M64112,M,300.99,311.76,1561,34.48,86,0,0,0,0,0,0
7088,M21399,M,300.73,313.48,1551,22.0,139,0,0,0,0,0,0
7089,L22685,L,302.53,314.0,1373,57.68,218,1,1,0,0,1,0
7090,L97777,L,297.49,308.55,1499,24.37,112,0,0,0,0,0,0
7091,L14487,L,296.53,308.81,1410,32.1,55,0,0,0,0,0,0
7092,H22018,H,300.77,312.59,1367,43.25,241,0,0,0,0,0,0
7093,M40825,M,300.59,311.92,1656,35.78,231,0,0,0,0,0,0
7094,L17750,L,296.54,309.55,1721,36.85,136,0,0,0,0,0,0
7095,L68956,L,300.72,310.92,1627,36.39,110,0,0,0,0,0,0
7096,L60229,L,299.2,308.9,1456,50.64,108,0,0,0,0,0,0
7097,M93220,M,298.39,308.41,1416,45.43,156,0,0,0,0,0,0
7098,L53118,L,299.33,311.79,1462,27.58,164,0,0,0,0,0,0
7099,L69615,L,295.12,307.27,1495,13.43,148,1,0,0,1,0,0
7100,M89946,M,298.82,308.99,1378,43.15,118,0,0,0,0,0,0
7101,L67290,L,298.59,306.94,1725,45.4,0,0,0,0,0,0,0
7102,L25105,L,301.11,311.61,1499,26.26,244,0,0,0,0,0,0
7103,H28913,H,299.68,309.37,1673,25.26,75,0,0,0,0,0,0
7104,M59515,M,301.28,311.48,1283,48.62,64,0,0,0,0,0,0
7105,L57342,L,295.0,305.0,1411,45.51,154,0,0,0,0,0,0
7106,L62184,L,298.32,307.41,1690,43.42,23,0,0,0,0,0,0
7107,L93247,L,301.11,313.7,1692,47.75,87,0,0,0,0,0,0
7108,L70506,L,299.38,309.4,1319,46.02,176,0,0,0,0,0,0
7109,M34967,M,301.69,313.8,1590,27.69,33,0,0,0,0,0,0
7110,L46023,L,296.39,306.87,1594,27.89,102,0,0,0,0,0,0
7111,M64288,M,301.46,311.03,1408,35.17,118,0,0,0,0,0,0
7112,H36622,H,298.72,309.93,1599,45.06,123,0,0,0,0,0,0
7113,L55201,L,298.53,308.84,1251,40.09,56,0,0,0,0,0,0
7114,L85033,L,301.98,312.47,1368,51.95,226,1,0,0,0,1,0
7115,L26350,L,302.32,313.17,1643,21.58,49,0,0,0,0,0,0
7116,H64820,H,302.07,311.96,1540,39.87,173,0,0,0,0,0,0
7117,M58709,M,304.08,313.16,1550,30.03,9,0,0,0,0,0,0
7118,L98232,L,302.53,313.18,1503,43.08,127,0,0,0,0,0,0
7119,M37470,M,298.41,310.07,1632,32.87,215,0,0,0,0,0,0
7120,L40889,L,300.28,310.08,1640,41.89,90,0,0,0,0,0,0
7121,H20224,H,299.28,310.13,1677,30.44,6,0,0,0,0,0,0
7122,L15465,L,304.06,314.0,1558,36.55,141,0,0,0,0,0,0
7123,L92418,L,302.21,312.82,1465,47.01,226,0,0,0,0,0,0
7124,M65214,M,299.62,310.41,1435,38.92,234,0,0,0,0,0,0
7125,L12944,L,301.76,312.51,1345,43.23,142,0,0,0,0,0,0
7126,L34336,L,297.54,307.55,1462,46.62,50,0,0,0,0,0,0
7127,L48624,L,300.5,310.21,1426,39.41,182,0,0,0,0,0,0
7128,L75206,L,298.12,307.83,1823,18.97,124,0,0,0,0,0,0
7129,L54764,L,296.62,307.69,1347,36.48,107,0,0,0,0,0,0
7130,H55420,H,301.57,313.03,1722,17.28,159,1,0,0,1,0,0
7131,L99758,L,301.82,313.32,1487,36.13,186,0,0,0,0,0,0
7132,L75671,L,300.91,311.24,1498,42.76,100,0,0,0,0,0,0
7133,M25773,M,299.63,311.43,1607,36.76,72,0,0,0,0,0,0
7134,L36447,L,297.47,308.47,1280,60.39,249,1,0,0,0,1,0
7135,L14033,L,297.68,308.45,1391,54.4,38,0,0,0,0,0,0
7136,M65852,M,298.06,305.42,1312,46.49,174,1,0,1,0,0,0
7137,M30497,M,299.53,309.42,1467,15.7,32,1,0,0,1,0,0
7138,M89714,M,302.15,311.33,1371,48.79,32,0,0,0,0,0,0
7139,M82082,M,302.12,313.45,1772,26.09,37,0,0,0,0,0,0
7140,L83932,L,296.7,307.5,1430,48.89,223,0,0,0,0,0,0
7141,H30978,H,298.61,308.24,1168,52.89,20,0,0,0,0,0,0
7142,L22882,L,298.56,309.56,1475,45.22,68,0,0,0,0,0,0
7143,M26945,M,295.0,305.0,1680,38.37,170,0,0,0,0,0,0
7144,L97320,L,301.13,310.79,1828,50.06,10,1,0,0,1,0,0
7145,H66485,H,299.51,309.5,1494,43.36,220,1,1,0,0,0,0
7146,M78850,M,299.77,311.01,1442,27.02,187,0,0,0,0,0,0
7147,M69870,M,302.69,314.0,1532,47.4,173,0,0,0,0,0,0
7148,L28595,L,300.18,310.29,1610,31.76,125,0,0,0,0,0,0
7149,L94291,L,299.14,311.16,1332,57.49,199,1,0,0,0,1,0
7150,M74038,M,301.14,311.89,1491,53.25,218,1,1,0,0,0,0
7151,M66126,M,302.12,313.05,1526,43.38,55,0,0,0,0,0,0
7152,L45449,L,300.59,311.23,1543,25.27,237,1,1,0,0,0,0
7153,H28639,H,301.38,311.88,1509,33.6,40,0,0,0,0,0,0
7154,M55370,M,299.71,310.85,1367,55.98,106,0,0,0,0,0,0
7155,L84628,L,299.84,311.28,1596,53.84,42,0,0,0,0,0,0
7156,M81918,M,300.23,310.04,1527,38.1,51,0,0,0,0,0,0
7157,L52710,L,298.49,309.0,1527,34.95,244,0,0,0,0,0,0
7158,L64051,L,298.86,311.23,1340,30.14,47,0,0,0,0,0,0
7159,L70639,L,302.76,313.63,1650,24.59,11,0,0,0,0,0,0
7160,L13159,L,304.02,314.0,1364,44.44,134,0,0,0,0,0,0
7161,M81192,M,303.18,314.0,1826,36.88,98,0,0,0,0,0,0
7162,L76988,L,297.35,307.55,1323,27.21,43,0,0,0,0,0,0
7163,M28706,M,297.16,307.83,1672,41.37,133,0,0,0,0,0,0
7164,M19862,M,297.62,309.14,1192,64.58,146,0,0,0,0,0,0
7165,M20219,M,300.27,312.21,1168,56.79,227,1,0,0,0,1,0
7166,L99017,L,295.0,305.0,1435,56.42,105,0,0,0,0,0,0
7167,M44536,M,298.82,308.79,1168,53.41,231,1,0,0,0,1,0
7168,L81632,L,302.81,312.52,1666,37.52,105,0,0,0,0,0,0
7169,L87391,L,301.96,312.54,1531,40.66,143,0,0,0,0,0,0
7170,L72886,L,298.98,308.76,1787,42.95,138,0,0,0,0,0,0
7171,L89996,L,299.13,310.5,1505,43.19,99,0,0,0,0,0,0
7172,M43937,M,301.13,312.01,1579,31.49,58,0,0,0,0,0,0
7173,L31094,L,301.87,313.46,1487,42.62,91,0,0,0,0,0,0
7174,M37924,M,298.93,310.59,1378,46.09,236,0,0,0,0,0,0
7175,L93325,L,299.53,310.91,1462,37.12,123,0,0,0,0,0,0
7176,L10123,L,298.87,309.23,1318,54.57,115,0,0,0,0,0,0
7177,H63149,H,297.34,308.14,1605,36.52,86,0,0,0,0,0,0
7178,M81445,M,299.56,309.8,1480,45.55,162,0,0,0,0,0,0
7179,L41854,L,299.41,308.74,1517,42.58,59,0,0,0,0,0,0
7180,L70796,L,297.48,309.13,2043,22.95,162,0,0,0,0,0,0
7181,L79432,L,301.29,311.91,1462,29.58,250,0,0,0,0,0,0
7182,L68968,L,300.97,310.16,1591,29.56,144,0,0,0,0,0,0
7183,M50834,M,301.39,312.63,1525,36.8,166,0,0,0,0,0,0
7184,M27111,M,298.46,308.94,1743,45.94,234,0,0,0,0,0,0
7185,L82575,L,296.03,305.0,1578,35.88,131,0,0,0,0,0,0
7186,H34099,H,300.93,310.26,1486,42.16,175,0,0,0,0,0,0
7187,L79206,L,298.67,308.67,1948,35.84,198,0,0,0,0,0,0
7188,L60293,L,298.22,309.13,1380,37.79,47,0,0,0,0,0,0
7189,L25029,L,297.49,308.97,1500,34.23,81,0,0,0,0,0,0
7190,M41811,M,299.45,310.9,1700,42.56,244,0,0,0,0,0,0
7191,L25793,L,303.15,314.0,1388,47.15,107,0,0,0,0,0,0
7192,L58106,L,298.99,309.65,1673,29.42,61,0,0,0,0,0,0
7193,L95662,L,297.82,310.24,1449,35.47,126,0,0,0,0,0,0
7194,L94764,L,301.3,312.7,1716,34.11,22,0,0,0,0,0,0
7195,M94131,M,300.35,311.27,1711,36.25,187,0,0,0,0,0,0
7196,L10972,L,295.76,307.03,1519,49.46,155,0,0,0,0,0,0
7197,L10360,L,301.32,311.63,1355,47.91,104,0,0,0,0,0,0
7198,M12632,M,304.26,314.0,1465,29.5,41,0,0,0,0,0,0
7199,H45958,H,295.0,305.0,1532,30.04,227,0,0,0,0,0,0
7200,H90882,H,297.53,307.84,1695,36.42,165,0,0,0,0,0,0
7201,L28008,L,295.0,307.46,1593,37.26,82,0,0,0,0,0,0
7202,L87656,L,299.85,310.7,1632,27.7,241,0,0,0,0,0,0
7203,L40283,L,301.98,312.79,1598,45.3,57,0,0,0,0,0,0
7204,L60908,L,300.21,311.91,1687,14.87,235,1,0,0,1,0,0
7205,H17818,H,302.78,313.84,1499,41.43,190,0,0,0,0,0,0
7206,L80655,L,301.66,311.57,1565,22.46,186,0,0,0,0,0,0
7207,L40579,L,303.4,314.0,1540,45.39,241,0,0,0,0,0,0
7208,L65178,L,302.32,311.89,1456,36.74,254,0,0,0,0,0,0
7209,L67584,L,299.19,310.08,1717,39.61,20,0,0,0,0,0,0
7210,M75020,M,300.13,310.0,1713,30.17,226,0,0,0,0,0,0
7211,L10975,L,298.26,309.89,1752,43.54,49,0,0,0,0,0,0
7212,L73479,L,299.54,309.73,1398,21.87,129,1,0,0,1,0,0
7213,L26265,L,300.12,310.0,1598,43.73,242,0,0,0,0,0,0
7214,L73518,L,299.83,310.42,1732,28.06,80,0,0,0,0,0,0
7215,L14318,L,302.68,313.75,1806,34.71,74,0,0,0,0,0,0
7216,M45081,M,299.34,308.83,1263,50.08,12,0,0,0,0,0,0
7217,L68649,L,298.14,308.31,1534,24.34,55,0,0,0,0,0,0
7218,M53069,M,298.26,309.07,1501,47.69,232,1,1,0,0,0,0
7219,H88670,H,301.31,313.35,1821,34.55,219,0,0,0,0,0,0
7220,H86377,H,297.19,305.37,1168,50.49,16,1,0,1,0,0,0
7221,H22427,H,299.6,310.91,1346,46.65,44,0,0,0,0,0,0
7222,L50251,L,302.66,312.97,1793,32.96,52,0,0,0,0,0,0
7223,L35165,L,300.59,310.79,1450,47.74,87,0,0,0,0,0,0
7224,L77285,L,299.85,309.87,1301,38.86,236,0,0,0,0,0,0
7225,M74927,M,299.93,310.26,1807,38.33,225,0,0,0,0,0,0
7226,H83170,H,297.94,309.26,1277,51.28,240,0,0,0,0,0,0
7227,M86150,M,298.29,308.45,1719,31.9,36,0,0,0,0,0,0
7228,L34866,L,299.61,311.97,1254,66.77,141,0,0,0,0,0,0
7229,H20282,H,300.54,311.87,1275,50.0,112,0,0,0,0,0,0
7230,L30319,L,301.9,312.79,1571,38.25,197,0,0,0,0,0,0
7231,L46726,L,300.19,310.72,1382,47.4,168,0,0,0,0,0,0
7232,L25412,L,302.71,314.0,1584,35.22,183,0,0,0,0,0,0
7233,L83586,L,303.21,314.0,1859,40.07,171,0,0,0,0,0,0
7234,L34583,L,301.59,311.13,1507,37.81,149,0,0,0,0,0,0
7235,L93577,L,302.45,312.45,1828,37.76,83,0,0,0,0,0,0
7236,L71922,L,298.02,309.35,1593,26.36,150,0,0,0,0,0,0
7237,M16185,M,297.7,309.34,1707,18.5,171,1,0,0,1,0,0
7238,M96348,M,301.04,311.44,1168,53.99,159,0,0,0,0,0,0
7239,M66389,M,297.32,307.28,1650,31.4,213,0,0,0,0,0,0
7240,L27423,L,299.42,310.2,1622,33.62,230,0,0,0,0,0,0
7241,M61268,M,301.54,313.72,1470,16.16,113,1,0,0,1,0,0
7242,H51644,H,302.83,313.57,1876,43.52,86,0,0,0,0,0,0
7243,L46786,L,299.49,308.93,1446,40.65,126,0,0,0,0,0,0
7244,L85525,L,298.7,309.51,1245,61.36,249,1,0,0,0,1,0
7245,L93744,L,300.64,312.12,1676,22.29,83,0,0,0,0,0,0
7246,L98590,L,297.85,308.45,1279,45.91,164,0,0,0,0,0,0
7247,M40477,M,299.65,311.61,1549,40.76,234,1,1,0,0,0,0
7248,M13571,M,299.98,311.55,1776,33.34,45,0,0,0,0,0,0
7249,L29576,L,299.94,310.58,1625,37.32,38,0,0,0,0,0,0
7250,M72703,M,300.18,310.92,1490,25.08,249,0,0,0,0,0,0
7251,M19680,M,298.33,307.19,1472,42.01,106,0,0,0,0,0,0
7252,H35706,H,298.55,310.46,1763,25.66,161,0,0,0,0,0,0
7253,L89854,L,298.51,308.88,1315,36.83,80,0,0,0,0,0,0
7254,H96195,H,296.76,307.06,1675,34.36,206,1,1,0,0,0,0
7255,L74527,L,300.68,310.83,1930,27.08,84,0,0,0,0,0,0
7256,L80565,L,301.79,312.95,1633,32.51,121,0,0,0,0,0,0
7257,L58436,L,301.59,311.16,1492,49.19,0,0,0,0,0,0,0
7258,L12774,L,299.48,309.19,1506,36.56,108,0,0,0,0,0,0
7259,M26972,M,298.38,309.03,1449,35.63,165,0,0,0,0,0,0
7260,L24048,L,301.49,311.56,1418,39.17,97,0,0,0,0,0,0
7261,L90225,L,301.28,312.31,1556,26.59,156,0,0,0,0,0,0
7262,L92273,L,300.43,310.54,1657,35.98,193,0,0,0,0,0,0
7263,M91550,M,303.49,314.0,1825,37.06,147,0,0,0,0,0,0
7264,L97354,L,299.95,311.34,1183,52.24,41,0,0,0,0,0,0
7265,M86680,M,299.49,310.87,1168,49.5,241,0,0,0,0,0,0
7266,L67602,L,299.2,309.3,1828,36.05,56,0,0,0,0,0,0
7267,L76403,L,296.88,309.98,1545,31.94,235,1,1,0,0,0,0
7268,L37182,L,301.32,311.58,1555,37.21,114,0,0,0,0,0,0
7269,L89876,L,299.79,309.78,1625,47.58,76,0,0,0,0,0,0
7270,L87373,L,301.02,312.43,1501,35.36,7,0,0,0,0,0,0
7271,L57059,L,303.68,314.0,1891,34.91,214,0,0,0,0,0,0
7272,H18787,H,299.22,309.1,1624,40.87,58,0,0,0,0,0,0
7273,M10393,M,295.32,308.22,1454,31.93,239,0,0,0,0,0,0
7274,L71775,L,300.96,312.64,1471,45.66,138,0,0,0,0,0,0
7275,L69454,L,300.33,311.04,1509,32.21,86,0,0,0,0,0,0
7276,M22056,M,298.54,311.64,1395,45.47,243,0,0,0,0,0,0
7277,L71483,L,300.79,312.31,1839,26.3,35,0,0,0,0,0,0
7278,L54957,L,301.57,312.26,1557,39.38,27,0,0,0,0,0,0
7279,M38429,M,298.11,311.09,1324,44.66,80,0,0,0,0,0,0
7280,M55909,M,299.4,310.76,1608,36.63,71,0,0,0,0,0,0
7281,L62906,L,302.95,314.0,1794,34.11,0,0,0,0,0,0,0
7282,L96290,L,298.56,308.87,1726,28.79,92,0,0,0,0,0,0
7283,L54389,L,300.13,310.88,1398,29.03,179,0,0,0,0,0,0
7284,M30905,M,295.0,305.29,1335,43.78,2,0,0,0,0,0,0
7285,L99619,L,297.04,309.18,1792,40.79,12,0,0,0,0,0,0
7286,L63730,L,300.32,309.41,1243,52.83,96,0,0,0,0,0,0
7287,L67557,L,302.46,314.0,1602,39.77,22,0,0,0,0,0,0
7288,L96113,L,297.28,307.1,1433,34.88,214,0,0,0,0,0,0
7289,H76199,H,300.15,310.79,1771,33.85,33,0,0,0,0,0,0
7290,M57301,M,299.25,309.65,1345,33.75,153,0,0,0,0,0,0
7291,M94752,M,301.91,312.09,1392,36.81,4,0,0,0,0,0,0
7292,L57259,L,297.56,308.95,1646,37.92,135,0,0,0,0,0,0
7293,L84801,L,300.86,311.55,1678,18.64,80,1,0,0,1,0,0
7294,L14574,L,298.69,308.72,1780,46.11,124,0,0,0,0,0,0
7295,L98291,L,300.45,311.3,1620,23.57,152,0,0,0,0,0,0
7296,H66776,H,300.14,310.14,1598,52.79,214,0,0,0,0,0,0
7297,L98212,L,299.5,309.66,1724,26.27,182,0,0,0,0,0,0
7298,L97097,L,300.96,310.16,1288,35.04,27,0,0,0,0,0,0
7299,L34737,L,300.09,310.34,1377,37.48,225,0,0,0,0,0,0
7300,M33390,M,299.73,310.93,1303,39.13,7,0,0,0,0,0,0
7301,L62330,L,299.29,310.02,1168,41.63,234,0,0,0,0,0,0
7302,L81082,L,300.16,312.67,1687,30.82,123,0,0,0,0,0,0
7303,L63642,L,300.44,313.76,1792,32.7,18,0,0,0,0,0,0
7304,M31280,M,298.02,308.26,1635,27.18,140,0,0,0,0,0,0
7305,L31037,L,299.3,309.17,1603,43.24,153,0,0,0,0,0,0
7306,H50576,H,297.89,309.72,1550,50.01,166,0,0,0,0,0,0
7307,M38564,M,299.92,310.96,1545,19.06,50,1,0,0,1,0,0
7308,L95439,L,298.82,310.65,1840,45.58,5,0,0,0,0,0,0
7309,M99928,M,301.54,312.64,1814,37.69,12,0,0,0,0,0,0
7310,L38087,L,301.35,311.85,1430,42.66,240,0,0,0,0,0,0
7311,H97829,H,298.15,308.67,1735,28.29,51,0,0,0,0,0,0
7312,L86213,L,300.0,311.13,1756,33.98,248,0,0,0,0,0,0
7313,L22803,L,301.28,311.77,1652,42.46,246,0,0,0,0,0,0
7314,L56002,L,299.65,311.57,1605,59.0,86,1,0,0,1,0,0
7315,L76761,L,298.54,307.94,1599,55.48,35,1,0,0,1,0,0
7316,H81310,H,297.82,309.73,1268,27.91,121,0,0,0,0,0,0
7317,L88579,L,301.71,310.54,1252,43.38,106,0,0,0,0,0,0
7318,M26163,M,301.81,312.65,1676,34.85,144,0,0,0,0,0,0
7319,L78380,L,299.58,309.95,1337,57.25,192,0,0,0,0,0,0
7320,H82883,H,301.53,310.72,1285,43.66,42,0,0,0,0,0,0
7321,L61885,L,295.0,305.0,1168,39.79,242,0,0,0,0,0,0
7322,L96340,L,302.66,312.26,1449,40.06,140,0,0,0,0,0,0
7323,L46764,L,299.69,310.43,1602,32.31,91,0,0,0,0,0,0
7324,M72126,M,300.28,310.38,1617,44.18,190,0,0,0,0,0,0
7325,L77224,L,299.36,309.02,1688,54.2,182,1,0,0,1,0,0
7326,L57055,L,302.79,314.0,1465,48.03,205,0,0,0,0,0,0
7327,L61599,L,297.88,307.35,1554,45.63,111,0,0,0,0,0,0
7328,M92787,M,302.95,314.0,1687,44.45,141,0,0,0,0,0,0
7329,L88040,L,300.79,310.6,1619,39.42,198,0,0,0,0,0,0
7330,L49720,L,301.25,310.82,1430,36.08,100,0,0,0,0,0,0
7331,L54484,L,299.34,309.44,1589,33.35,40,0,0,0,0,0,0
7332,M48852,M,297.38,308.7,1178,61.97,170,0,0,0,0,0,0
7333,H23219,H,301.86,311.19,1535,40.02,190,0,0,0,0,0,0
7334,L58865,L,300.62,311.61,1424,30.36,81,0,0,0,0,0,0
7335,L64457,L,302.72,312.46,1808,42.05,168,0,0,0,0,0,0
7336,L46817,L,299.61,309.53,1359,34.0,8,0,0,0,0,0,0
7337,L78993,L,299.16,310.26,1556,26.44,229,0,0,0,0,0,0
7338,L62380,L,302.78,314.0,1458,30.69,147,0,0,0,0,0,0
7339,M60400,M,303.82,313.61,1435,43.0,148,0,0,0,0,0,0
7340,L46258,L,300.02,311.44,1603,44.44,101,0,0,0,0,0,0
7341,H91006,H,298.49,308.88,1460,41.75,99,0,0,0,0,0,0
7342,L58957,L,301.62,311.85,1868,26.4,24,0,0,0,0,0,0
7343,M28281,M,299.49,311.26,1180,38.76,234,1,1,0,0,0,0
7344,L87264,L,301.2,311.06,1649,41.45,193,0,0,0,0,0,0
7345,L61331,L,299.48,309.03,1520,36.83,235,0,0,0,0,0,0
7346,L55680,L,303.13,314.0,1526,40.75,29,0,0,0,0,0,0
7347,L48723,L,298.6,310.9,1589,34.78,127,0,0,0,0,0,0
7348,L20162,L,300.96,312.41,1715,35.92,71,0,0,0,0,0,0
7349,M61095,M,299.02,308.32,1583,39.73,24,0,0,0,0,0,0
7350,H21338,H,299.44,309.52,1715,53.66,93,1,0,0,1,0,0
7351,L97832,L,299.18,310.86,1543,40.86,157,0,0,0,0,0,0
7352,L21675,L,301.48,313.76,1349,38.36,204,0,0,0,0,0,0
7353,L99606,L,301.84,312.77,1519,39.38,30,0,0,0,0,0,0
7354,L30080,L,301.12,311.24,1743,25.07,95,0,0,0,0,0,0
7355,L23936,L,299.78,312.13,1461,29.82,35,0,0,0,0,0,0
7356,M20019,M,300.28,310.91,1340,56.11,168,0,0,0,0,0,0
7357,H77282,H,301.8,311.89,1647,37.44,60,0,0,0,0,0,0
7358,H59681,H,301.86,311.78,1596,45.95,156,0,0,0,0,0,0
7359,L98304,L,295.0,305.0,1396,24.37,239,0,0,0,0,0,0
7360,M83861,M,299.46,312.99,1493,29.02,161,0,0,0,0,0,0
7361,M14486,M,299.55,311.67,1502,40.98,18,0,0,0,0,0,0
7362,L92021,L,301.34,311.38,1536,29.61,217,0,0,0,0,0,0
7363,L89864,L,299.87,312.3,1651,22.34,4,0,0,0,0,0,0
7364,M29112,M,301.44,312.67,1462,28.62,147,0,0,0,0,0,0
7365,L61697,L,297.84,309.02,1661,31.73,205,1,1,0,0,0,0
7366,L65998,L,300.52,310.5,1439,43.93,234,1,1,0,0,0,0
7367,L36576,L,301.8,311.99,1835,44.61,28,0,0,0,0,0,0
7368,L60100,L,297.05,307.71,1839,22.96,2,0,0,0,0,0,0
7369,L91238,L,304.5,313.23,1381,31.11,83,0,0,0,0,0,0
